,tag,patterns,response
356,Blue Sreen issue,blue screen issue,"Simply rebooting can fix the blue screen of death (or STOP error, as it is otherwise known)."
357,Blue Sreen issue,blue screen issue,rebooting can help the issue
358,Deleted files,I deleted some important files!,"The first step is to check the recycle bin. If that fails, you can contact your IT Support partner."
359,Deleted files,Find my deleted files,"The first step is to check the recycle bin. If that fails, you can contact your IT Support partner."
360,Deleted files,removed neccesary files,"The first step is to check the recycle bin. If that fails, you can contact your IT Support partner."
361,Deleted files,I by mistake deleted my folders,"The first step is to check the recycle bin. If that fails, you can contact your IT Support partner."
362,Deleted files,Can you help me with deleted files issue,"The first step is to check the recycle bin. If that fails, you can contact your IT Support partner."
363,Deleted files,I am unable to find my files,"The first step is to check the recycle bin. If that fails, you can contact your IT Support partner."
364,Unsaved Document,I just closed my document without saving!,"However, all your work is not definitely lost. If you have Auto-Recover options enabled in Microsoft Office, then there are some easy steps to recover your work.
If not, you can also search for Word backup files by clicking “open”, “computer” and then browsing to the folder where the file was last saved.
You may also be able to find your file by performing a search on your computer for temporary files with a .tmp file extension or a ~ prefix."
365,Unsaved Document,Unsaved Document,"However, all your work is not definitely lost. If you have Auto-Recover options enabled in Microsoft Office, then there are some easy steps to recover your work.
If not, you can also search for Word backup files by clicking “open”, “computer” and then browsing to the folder where the file was last saved.
You may also be able to find your file by performing a search on your computer for temporary files with a .tmp file extension or a ~ prefix."
366,Unsaved Document,Forgot to save my work,"However, all your work is not definitely lost. If you have Auto-Recover options enabled in Microsoft Office, then there are some easy steps to recover your work.
If not, you can also search for Word backup files by clicking “open”, “computer” and then browsing to the folder where the file was last saved.
You may also be able to find your file by performing a search on your computer for temporary files with a .tmp file extension or a ~ prefix."
367,Slow Computer,Slow Computer,"Here are my 10 quick tips for things you can do to speed up your PC
1. Cut down on start-up items
2. Uninstall programs you no longer use
3. Clean up your hard drive
4. Clean your browser
5. Scan for and remove malware
6. Adjust for better performance
7. Defrag your hard drive
8. Add more RAM.
9. Upgrade to an SSD drive
10. Don’t shut down, use Hibernate "
368,Slow Computer,My computer is running too slowly!,"Here are my 10 quick tips for things you can do to speed up your PC
1. Cut down on start-up items
2. Uninstall programs you no longer use
3. Clean up your hard drive
4. Clean your browser
5. Scan for and remove malware
6. Adjust for better performance
7. Defrag your hard drive
8. Add more RAM.
9. Upgrade to an SSD drive
10. Don’t shut down, use Hibernate "
369,Slow Computer,Computer is not fast,"Here are my 10 quick tips for things you can do to speed up your PC
1. Cut down on start-up items
2. Uninstall programs you no longer use
3. Clean up your hard drive
4. Clean your browser
5. Scan for and remove malware
6. Adjust for better performance
7. Defrag your hard drive
8. Add more RAM.
9. Upgrade to an SSD drive
10. Don’t shut down, use Hibernate "
370,Unexpected Shut Down,My computer just shut down unexpectedly!,"This could be related to overheating. Check your computer for dust, and make sure it is in a cool and ventilated place. If this is not the issue, then it is likely a virus problem. Disconnect the PC from any networks and call your IT Support experts!"
371,Unexpected Shut Down,computer shut down unexpected,"This could be related to overheating. Check your computer for dust, and make sure it is in a cool and ventilated place. If this is not the issue, then it is likely a virus problem. Disconnect the PC from any networks and call your IT Support experts!"
372,Unexpected Shut Down,Computer keeps shutting down,"This could be related to overheating. Check your computer for dust, and make sure it is in a cool and ventilated place. If this is not the issue, then it is likely a virus problem. Disconnect the PC from any networks and call your IT Support experts!"
373,Unexpected Shut Down,computer shutdown,"This could be related to overheating. Check your computer for dust, and make sure it is in a cool and ventilated place. If this is not the issue, then it is likely a virus problem. Disconnect the PC from any networks and call your IT Support experts!"
374,Unexpected Shut Down,pc shutdown,"This could be related to overheating. Check your computer for dust, and make sure it is in a cool and ventilated place. If this is not the issue, then it is likely a virus problem. Disconnect the PC from any networks and call your IT Support experts!"
375,Printing issues,I can’t print anything!,"
If its not an obvious issue, there may be a connection problem-the printer is probably not connected to the network properly, so call your IT Support helpdesk for help."
376,Printing issues,Printing issue,"
If its not an obvious issue, there may be a connection problem-the printer is probably not connected to the network properly, so call your IT Support helpdesk for help."
377,Printing issues,My printer isn’t printing,"
If its not an obvious issue, there may be a connection problem-the printer is probably not connected to the network properly, so call your IT Support helpdesk for help."
378,Printing issues,Can’t seem to use my department’s printer,"
If its not an obvious issue, there may be a connection problem-the printer is probably not connected to the network properly, so call your IT Support helpdesk for help."
379,Vague,Nothing works,"Hey, I cant seems that you have not listed you Issue here.
 I can help you out with the following issues: 
 1)Password Reset
 2) Trouble-Shooting issues
 3) Virus Issues 
 4)Printing Issues and many more IT issues"
380,Vague,I have issues,"Hey, I cant seems that you have not listed you Issue here.
 I can help you out with the following issues: 
 1)Password Reset
 2) Trouble-Shooting issues
 3) Virus Issues 
 4)Printing Issues and many more IT issues"
381,Vague,I need Help,"Hey, I cant seems that you have not listed you Issue here.
 I can help you out with the following issues: 
 1)Password Reset
 2) Trouble-Shooting issues
 3) Virus Issues 
 4)Printing Issues and many more IT issues"
382,Vague,I have problems,"Hey, I cant seems that you have not listed you Issue here.
 I can help you out with the following issues: 
 1)Password Reset
 2) Trouble-Shooting issues
 3) Virus Issues 
 4)Printing Issues and many more IT issues"
383,Virus,I have virus in my laptop,"A detailed step by step guide to remove the virus from the computer has been provided on the following link: 
https://www.easeus.com/file-recovery/remove-virus-without-antivirus.html 
and
https://www.pcworld.com/article/243818/how-to-remove-malware-from-your-windows-pc.html
If the issues are still there, consult the IT team"
384,Virus,Virus issues,"A detailed step by step guide to remove the virus from the computer has been provided on the following link: 
https://www.easeus.com/file-recovery/remove-virus-without-antivirus.html 
and
https://www.pcworld.com/article/243818/how-to-remove-malware-from-your-windows-pc.html
If the issues are still there, consult the IT team"
385,Virus,Computer has a virus,"A detailed step by step guide to remove the virus from the computer has been provided on the following link: 
https://www.easeus.com/file-recovery/remove-virus-without-antivirus.html 
and
https://www.pcworld.com/article/243818/how-to-remove-malware-from-your-windows-pc.html
If the issues are still there, consult the IT team"
386,Virus,I have problems,"A detailed step by step guide to remove the virus from the computer has been provided on the following link: 
https://www.easeus.com/file-recovery/remove-virus-without-antivirus.html 
and
https://www.pcworld.com/article/243818/how-to-remove-malware-from-your-windows-pc.html
If the issues are still there, consult the IT team"
387,Mouse,My Mouse is not working,"a) If you encounter a mouse problem, you should first try these options:
1) If it is a first-time issue, restarting your PC can resolve the issue instantly.
2) Confirm that the mouse or the wireless adaptor is firmly connected to the PC.
3) You may also try to unplug the mouse cable or the wireless adaptor and reconnect using a different port.
4)Check the mouse and the ports for damages and even try the mouse on a different computer.
4 If none of these solves the problem, you can now proceed to other solutions.
b) Troubleshoot Hardware and Devices
c) Updating Incompatible Mouse Drivers
d) Roll Back or Reinstall Mouse Drivers
e) Deactivate Enhanced Pointer Precision
f) Adjusting the Mouse Sensitivity
g) Configure Touchpad Delay
h) Disable Touchpad"
388,Mouse,The mouse is dead,"a) If you encounter a mouse problem, you should first try these options:
1) If it is a first-time issue, restarting your PC can resolve the issue instantly.
2) Confirm that the mouse or the wireless adaptor is firmly connected to the PC.
3) You may also try to unplug the mouse cable or the wireless adaptor and reconnect using a different port.
4)Check the mouse and the ports for damages and even try the mouse on a different computer.
4 If none of these solves the problem, you can now proceed to other solutions.
b) Troubleshoot Hardware and Devices
c) Updating Incompatible Mouse Drivers
d) Roll Back or Reinstall Mouse Drivers
e) Deactivate Enhanced Pointer Precision
f) Adjusting the Mouse Sensitivity
g) Configure Touchpad Delay
h) Disable Touchpad"
